filename,tick,r,g,b,button,section,label
cards-2hz-100ms-2.csv,36000,84.0,37.0,193.0,0.0,,ambient
cards-2hz-100ms-2.csv,36500,83.0,36.0,192.0,0.0,,ambient
cards-2hz-100ms-2.csv,37000,84.0,36.0,193.0,0.0,,ambient
cards-2hz-100ms-2.csv,37500,83.0,35.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,38000,84.0,36.0,192.0,0.0,,ambient
cards-2hz-100ms-2.csv,38500,84.0,36.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,39000,85.0,37.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,39500,84.0,37.0,252.0,0.0,,
cards-2hz-100ms-2.csv,40000,88.0,78.0,283.0,0.0,,
cards-2hz-100ms-2.csv,40500,88.0,94.0,260.0,0.0,,
cards-2hz-100ms-2.csv,41000,88.0,96.0,242.0,0.0,,
cards-2hz-100ms-2.csv,41500,90.0,98.0,248.0,1.0,0.0,Black
cards-2hz-100ms-2.csv,42000,90.0,98.0,245.0,1.0,0.0,Black
cards-2hz-100ms-2.csv,42500,90.0,98.0,245.0,1.0,0.0,Black
cards-2hz-100ms-2.csv,43000,91.0,98.0,243.0,1.0,0.0,Black
cards-2hz-100ms-2.csv,43500,90.0,98.0,245.0,1.0,0.0,Black
cards-2hz-100ms-2.csv,44000,94.0,99.0,244.0,0.0,,
cards-2hz-100ms-2.csv,44500,89.0,97.0,243.0,0.0,,
cards-2hz-100ms-2.csv,45000,91.0,98.0,260.0,0.0,,
cards-2hz-100ms-2.csv,45500,79.0,38.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,46000,83.0,36.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,46500,82.0,36.0,189.0,0.0,,ambient
cards-2hz-100ms-2.csv,47000,83.0,36.0,191.0,0.0,,
cards-2hz-100ms-2.csv,47500,173.0,466.0,609.0,0.0,,
cards-2hz-100ms-2.csv,48000,190.0,475.0,601.0,0.0,,
cards-2hz-100ms-2.csv,48500,187.0,472.0,604.0,0.0,,
cards-2hz-100ms-2.csv,49000,189.0,477.0,601.0,1.0,1.0,White
cards-2hz-100ms-2.csv,49500,189.0,477.0,601.0,1.0,1.0,White
cards-2hz-100ms-2.csv,50000,189.0,477.0,601.0,1.0,1.0,White
cards-2hz-100ms-2.csv,50500,188.0,479.0,600.0,1.0,1.0,White
cards-2hz-100ms-2.csv,51000,188.0,479.0,600.0,1.0,1.0,White
cards-2hz-100ms-2.csv,51500,190.0,481.0,598.0,1.0,1.0,White
cards-2hz-100ms-2.csv,52000,192.0,478.0,600.0,0.0,,
cards-2hz-100ms-2.csv,52500,65.0,41.0,188.0,0.0,,
cards-2hz-100ms-2.csv,53000,82.0,37.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,53500,82.0,41.0,187.0,0.0,,
cards-2hz-100ms-2.csv,54000,84.0,42.0,308.0,0.0,,
cards-2hz-100ms-2.csv,54500,128.0,197.0,585.0,0.0,,
cards-2hz-100ms-2.csv,55000,131.0,205.0,562.0,0.0,,
cards-2hz-100ms-2.csv,55500,129.0,207.0,561.0,1.0,2.0,Grey
cards-2hz-100ms-2.csv,56000,132.0,208.0,562.0,1.0,2.0,Grey
cards-2hz-100ms-2.csv,56500,131.0,207.0,565.0,1.0,2.0,Grey
cards-2hz-100ms-2.csv,57000,131.0,208.0,562.0,1.0,2.0,Grey
cards-2hz-100ms-2.csv,57500,132.0,209.0,562.0,1.0,2.0,Grey
cards-2hz-100ms-2.csv,58000,132.0,208.0,562.0,1.0,2.0,Grey
cards-2hz-100ms-2.csv,58500,135.0,209.0,562.0,0.0,,
cards-2hz-100ms-2.csv,59000,130.0,158.0,270.0,0.0,,
cards-2hz-100ms-2.csv,59500,78.0,38.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,60000,83.0,37.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,60500,84.0,38.0,189.0,0.0,,ambient
cards-2hz-100ms-2.csv,61000,84.0,56.0,246.0,0.0,,
cards-2hz-100ms-2.csv,61500,171.0,336.0,308.0,0.0,,
cards-2hz-100ms-2.csv,62000,183.0,268.0,303.0,0.0,,
cards-2hz-100ms-2.csv,62500,177.0,265.0,308.0,0.0,,
cards-2hz-100ms-2.csv,63000,182.0,265.0,309.0,1.0,3.0,Pink
cards-2hz-100ms-2.csv,63500,181.0,264.0,314.0,1.0,3.0,Pink
cards-2hz-100ms-2.csv,64000,181.0,264.0,312.0,1.0,3.0,Pink
cards-2hz-100ms-2.csv,64500,180.0,264.0,312.0,1.0,3.0,Pink
cards-2hz-100ms-2.csv,65000,181.0,265.0,315.0,1.0,3.0,Pink
cards-2hz-100ms-2.csv,65500,183.0,274.0,313.0,1.0,3.0,Pink
cards-2hz-100ms-2.csv,66000,179.0,233.0,204.0,0.0,,
cards-2hz-100ms-2.csv,66500,83.0,40.0,191.0,0.0,,
cards-2hz-100ms-2.csv,67000,83.0,37.0,192.0,0.0,,ambient
cards-2hz-100ms-2.csv,67500,83.0,36.0,190.0,0.0,,
cards-2hz-100ms-2.csv,68000,85.0,81.0,876.0,0.0,,
cards-2hz-100ms-2.csv,68500,205.0,134.0,778.0,0.0,,
cards-2hz-100ms-2.csv,69000,199.0,141.0,777.0,0.0,,
cards-2hz-100ms-2.csv,69500,206.0,136.0,778.0,1.0,4.0,Yellow
cards-2hz-100ms-2.csv,70000,207.0,137.0,778.0,1.0,4.0,Yellow
cards-2hz-100ms-2.csv,70500,206.0,137.0,778.0,1.0,4.0,Yellow
cards-2hz-100ms-2.csv,71000,206.0,137.0,778.0,1.0,4.0,Yellow
cards-2hz-100ms-2.csv,71500,206.0,137.0,778.0,1.0,4.0,Yellow
cards-2hz-100ms-2.csv,72000,209.0,138.0,776.0,0.0,,
cards-2hz-100ms-2.csv,72500,201.0,112.0,312.0,0.0,,
cards-2hz-100ms-2.csv,73000,79.0,37.0,187.0,0.0,,ambient
cards-2hz-100ms-2.csv,73500,83.0,35.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,74000,81.0,36.0,188.0,0.0,,
cards-2hz-100ms-2.csv,74500,180.0,96.0,238.0,0.0,,
cards-2hz-100ms-2.csv,75000,189.0,164.0,313.0,0.0,,
cards-2hz-100ms-2.csv,75500,186.0,164.0,299.0,0.0,,
cards-2hz-100ms-2.csv,76000,186.0,168.0,300.0,1.0,5.0,Red
cards-2hz-100ms-2.csv,76500,185.0,168.0,299.0,1.0,5.0,Red
cards-2hz-100ms-2.csv,77000,186.0,168.0,300.0,1.0,5.0,Red
cards-2hz-100ms-2.csv,77500,186.0,168.0,299.0,1.0,5.0,Red
cards-2hz-100ms-2.csv,78000,185.0,166.0,301.0,1.0,5.0,Red
cards-2hz-100ms-2.csv,78500,184.0,170.0,302.0,0.0,,
cards-2hz-100ms-2.csv,79000,145.0,42.0,184.0,0.0,,
cards-2hz-100ms-2.csv,79500,84.0,39.0,189.0,0.0,,ambient
cards-2hz-100ms-2.csv,80000,83.0,32.0,197.0,0.0,,ambient
cards-2hz-100ms-2.csv,80500,83.0,37.0,432.0,0.0,,
cards-2hz-100ms-2.csv,81000,134.0,286.0,714.0,0.0,,
cards-2hz-100ms-2.csv,81500,125.0,299.0,710.0,0.0,,
cards-2hz-100ms-2.csv,82000,142.0,312.0,698.0,0.0,,
cards-2hz-100ms-2.csv,82500,142.0,302.0,703.0,0.0,,
cards-2hz-100ms-2.csv,83000,135.0,296.0,707.0,0.0,,
cards-2hz-100ms-2.csv,83500,141.0,297.0,706.0,1.0,6.0,PaleGreen
cards-2hz-100ms-2.csv,84000,140.0,300.0,705.0,1.0,6.0,PaleGreen
cards-2hz-100ms-2.csv,84500,140.0,300.0,704.0,1.0,6.0,PaleGreen
cards-2hz-100ms-2.csv,85000,140.0,304.0,703.0,1.0,6.0,PaleGreen
cards-2hz-100ms-2.csv,85500,140.0,304.0,702.0,0.0,,
cards-2hz-100ms-2.csv,86000,139.0,298.0,705.0,0.0,,
cards-2hz-100ms-2.csv,86500,113.0,77.0,182.0,0.0,,
cards-2hz-100ms-2.csv,87000,82.0,38.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,87500,82.0,36.0,192.0,0.0,,
cards-2hz-100ms-2.csv,88000,84.0,38.0,218.0,0.0,,
cards-2hz-100ms-2.csv,88500,104.0,233.0,369.0,0.0,,
cards-2hz-100ms-2.csv,89000,95.0,238.0,358.0,0.0,,
cards-2hz-100ms-2.csv,89500,97.0,243.0,361.0,1.0,7.0,Purple
cards-2hz-100ms-2.csv,90000,97.0,244.0,359.0,1.0,7.0,Purple
cards-2hz-100ms-2.csv,90500,97.0,244.0,361.0,1.0,7.0,Purple
cards-2hz-100ms-2.csv,91000,97.0,244.0,360.0,1.0,7.0,Purple
cards-2hz-100ms-2.csv,91500,98.0,245.0,360.0,1.0,7.0,Purple
cards-2hz-100ms-2.csv,92000,98.0,248.0,359.0,1.0,7.0,Purple
cards-2hz-100ms-2.csv,92500,98.0,246.0,362.0,0.0,,
cards-2hz-100ms-2.csv,93000,64.0,41.0,188.0,0.0,,
cards-2hz-100ms-2.csv,93500,83.0,38.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,94000,87.0,38.0,191.0,0.0,,
cards-2hz-100ms-2.csv,94500,94.0,251.0,571.0,0.0,,
cards-2hz-100ms-2.csv,95000,84.0,300.0,573.0,0.0,,
cards-2hz-100ms-2.csv,95500,85.0,304.0,565.0,0.0,,
cards-2hz-100ms-2.csv,96000,87.0,306.0,566.0,1.0,8.0,Blue
cards-2hz-100ms-2.csv,96500,88.0,306.0,565.0,1.0,8.0,Blue
cards-2hz-100ms-2.csv,97000,87.0,309.0,564.0,1.0,8.0,Blue
cards-2hz-100ms-2.csv,97500,88.0,310.0,561.0,1.0,8.0,Blue
cards-2hz-100ms-2.csv,98000,88.0,312.0,559.0,1.0,8.0,Blue
cards-2hz-100ms-2.csv,98500,90.0,314.0,558.0,0.0,,
cards-2hz-100ms-2.csv,99000,80.0,45.0,187.0,0.0,,
cards-2hz-100ms-2.csv,99500,83.0,37.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,100000,82.0,36.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,100500,82.0,39.0,221.0,0.0,,
cards-2hz-100ms-2.csv,101000,83.0,526.0,328.0,0.0,,
cards-2hz-100ms-2.csv,101500,72.0,593.0,353.0,0.0,,
cards-2hz-100ms-2.csv,102000,74.0,595.0,345.0,0.0,,
cards-2hz-100ms-2.csv,102500,75.0,612.0,343.0,1.0,9.0,DarkBlue
cards-2hz-100ms-2.csv,103000,74.0,628.0,336.0,1.0,9.0,DarkBlue
cards-2hz-100ms-2.csv,103500,75.0,628.0,337.0,1.0,9.0,DarkBlue
cards-2hz-100ms-2.csv,104000,76.0,630.0,336.0,1.0,9.0,DarkBlue
cards-2hz-100ms-2.csv,104500,82.0,639.0,336.0,1.0,9.0,DarkBlue
cards-2hz-100ms-2.csv,105000,64.0,186.0,173.0,0.0,,
cards-2hz-100ms-2.csv,105500,81.0,39.0,187.0,0.0,,
cards-2hz-100ms-2.csv,106000,83.0,37.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,106500,83.0,37.0,191.0,0.0,,ambient
cards-2hz-100ms-2.csv,107000,83.0,37.0,189.0,0.0,,ambient
cards-2hz-100ms-2.csv,107500,83.0,36.0,190.0,0.0,,ambient
cards-2hz-100ms-2.csv,108000,83.0,36.0,190.0,0.0,,ambient
cards-2hz-100ms-5.csv,12643608,85.0,33.0,169.0,0.0,,ambient
cards-2hz-100ms-5.csv,12644108,78.0,34.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12644608,74.0,31.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12645108,75.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12645608,74.0,30.0,170.0,0.0,,ambient
cards-2hz-100ms-5.csv,12646108,70.0,54.0,221.0,0.0,,
cards-2hz-100ms-5.csv,12646608,83.0,84.0,226.0,0.0,,
cards-2hz-100ms-5.csv,12647108,87.0,88.0,237.0,0.0,,
cards-2hz-100ms-5.csv,12647608,82.0,86.0,239.0,0.0,,
cards-2hz-100ms-5.csv,12648108,80.0,84.0,241.0,0.0,,
cards-2hz-100ms-5.csv,12648608,81.0,87.0,239.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12649108,82.0,88.0,237.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12649608,82.0,87.0,238.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12650108,82.0,87.0,238.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12650608,82.0,87.0,237.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12651108,82.0,88.0,237.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12651608,82.0,87.0,237.0,1.0,0.0,Black
cards-2hz-100ms-5.csv,12652108,82.0,87.0,238.0,0.0,,
cards-2hz-100ms-5.csv,12652608,81.0,90.0,196.0,0.0,,
cards-2hz-100ms-5.csv,12653108,71.0,33.0,169.0,0.0,,ambient
cards-2hz-100ms-5.csv,12653608,76.0,32.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12654108,75.0,31.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12654608,75.0,31.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12655108,74.0,35.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12655608,73.0,61.0,474.0,0.0,,
cards-2hz-100ms-5.csv,12656108,172.0,448.0,617.0,0.0,,
cards-2hz-100ms-5.csv,12656608,178.0,463.0,608.0,0.0,,
cards-2hz-100ms-5.csv,12657108,181.0,461.0,609.0,0.0,,
cards-2hz-100ms-5.csv,12657608,181.0,459.0,609.0,0.0,,
cards-2hz-100ms-5.csv,12658108,181.0,460.0,609.0,1.0,1.0,White
cards-2hz-100ms-5.csv,12658608,180.0,459.0,610.0,1.0,1.0,White
cards-2hz-100ms-5.csv,12659108,180.0,460.0,610.0,1.0,1.0,White
cards-2hz-100ms-5.csv,12659608,179.0,459.0,610.0,1.0,1.0,White
cards-2hz-100ms-5.csv,12660108,180.0,459.0,610.0,1.0,1.0,White
cards-2hz-100ms-5.csv,12660608,181.0,455.0,612.0,1.0,1.0,White
cards-2hz-100ms-5.csv,12661108,181.0,458.0,611.0,0.0,,
cards-2hz-100ms-5.csv,12661608,55.0,34.0,166.0,0.0,,
cards-2hz-100ms-5.csv,12662108,75.0,32.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12662608,73.0,30.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12663108,73.0,30.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12663608,75.0,34.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12664108,141.0,160.0,583.0,0.0,,
cards-2hz-100ms-5.csv,12664608,124.0,191.0,555.0,0.0,,
cards-2hz-100ms-5.csv,12665108,123.0,190.0,556.0,0.0,,
cards-2hz-100ms-5.csv,12665608,124.0,200.0,556.0,0.0,,
cards-2hz-100ms-5.csv,12666108,125.0,192.0,555.0,1.0,2.0,Grey
cards-2hz-100ms-5.csv,12666608,125.0,190.0,554.0,1.0,2.0,Grey
cards-2hz-100ms-5.csv,12667108,125.0,191.0,554.0,1.0,2.0,Grey
cards-2hz-100ms-5.csv,12667608,123.0,191.0,554.0,1.0,2.0,Grey
cards-2hz-100ms-5.csv,12668108,124.0,191.0,555.0,1.0,2.0,Grey
cards-2hz-100ms-5.csv,12668608,125.0,190.0,554.0,1.0,2.0,Grey
cards-2hz-100ms-5.csv,12669108,126.0,192.0,555.0,0.0,,
cards-2hz-100ms-5.csv,12669608,71.0,32.0,166.0,0.0,,
cards-2hz-100ms-5.csv,12670108,74.0,32.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12670608,74.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12671108,74.0,31.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12671608,74.0,31.0,169.0,0.0,,ambient
cards-2hz-100ms-5.csv,12672108,74.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12672608,74.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12673108,74.0,30.0,165.0,0.0,,
cards-2hz-100ms-5.csv,12673608,148.0,133.0,376.0,0.0,,
cards-2hz-100ms-5.csv,12674108,146.0,227.0,284.0,0.0,,
cards-2hz-100ms-5.csv,12674608,154.0,235.0,290.0,0.0,,
cards-2hz-100ms-5.csv,12675108,155.0,241.0,290.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12675608,155.0,239.0,289.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12676108,155.0,238.0,290.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12676608,155.0,237.0,288.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12677108,155.0,237.0,289.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12677608,155.0,237.0,289.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12678108,155.0,245.0,288.0,1.0,3.0,Pink
cards-2hz-100ms-5.csv,12678608,159.0,238.0,194.0,0.0,,
cards-2hz-100ms-5.csv,12679108,74.0,37.0,170.0,0.0,,
cards-2hz-100ms-5.csv,12679608,75.0,32.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12680108,74.0,31.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12680608,75.0,31.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12681108,157.0,86.0,851.0,0.0,,
cards-2hz-100ms-5.csv,12681608,188.0,119.0,787.0,0.0,,
cards-2hz-100ms-5.csv,12682108,200.0,112.0,791.0,0.0,,
cards-2hz-100ms-5.csv,12682608,200.0,111.0,791.0,0.0,,
cards-2hz-100ms-5.csv,12683108,201.0,115.0,789.0,1.0,4.0,Yellow
cards-2hz-100ms-5.csv,12683608,202.0,113.0,790.0,1.0,4.0,Yellow
cards-2hz-100ms-5.csv,12684108,200.0,113.0,790.0,1.0,4.0,Yellow
cards-2hz-100ms-5.csv,12684608,200.0,113.0,790.0,1.0,4.0,Yellow
cards-2hz-100ms-5.csv,12685108,202.0,114.0,789.0,1.0,4.0,Yellow
cards-2hz-100ms-5.csv,12685608,201.0,114.0,789.0,1.0,4.0,Yellow
cards-2hz-100ms-5.csv,12686108,205.0,116.0,788.0,0.0,,
cards-2hz-100ms-5.csv,12686608,202.0,114.0,787.0,0.0,,
cards-2hz-100ms-5.csv,12687108,62.0,30.0,164.0,0.0,,ambient
cards-2hz-100ms-5.csv,12687608,75.0,31.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12688108,74.0,31.0,164.0,0.0,,ambient
cards-2hz-100ms-5.csv,12688608,73.0,27.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12689108,164.0,67.0,425.0,0.0,,
cards-2hz-100ms-5.csv,12689608,180.0,183.0,302.0,0.0,,
cards-2hz-100ms-5.csv,12690108,176.0,189.0,288.0,0.0,,
cards-2hz-100ms-5.csv,12690608,178.0,188.0,289.0,0.0,,
cards-2hz-100ms-5.csv,12691108,179.0,190.0,288.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12691608,180.0,190.0,287.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12692108,179.0,190.0,288.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12692608,179.0,189.0,288.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12693108,179.0,190.0,288.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12693608,180.0,190.0,288.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12694108,180.0,191.0,289.0,1.0,5.0,Red
cards-2hz-100ms-5.csv,12694608,180.0,191.0,314.0,0.0,,
cards-2hz-100ms-5.csv,12695108,123.0,37.0,161.0,0.0,,
cards-2hz-100ms-5.csv,12695608,75.0,32.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12696108,74.0,31.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12696608,74.0,31.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12697108,73.0,34.0,372.0,0.0,,
cards-2hz-100ms-5.csv,12697608,128.0,263.0,727.0,0.0,,
cards-2hz-100ms-5.csv,12698108,137.0,292.0,710.0,0.0,,
cards-2hz-100ms-5.csv,12698608,133.0,288.0,713.0,0.0,,
cards-2hz-100ms-5.csv,12699108,132.0,287.0,714.0,0.0,,
cards-2hz-100ms-5.csv,12699608,117.0,291.0,716.0,0.0,,
cards-2hz-100ms-5.csv,12700108,130.0,285.0,714.0,0.0,,
cards-2hz-100ms-5.csv,12700608,132.0,287.0,713.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12701108,132.0,286.0,714.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12701608,132.0,287.0,714.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12702108,132.0,287.0,713.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12702608,132.0,287.0,713.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12703108,133.0,287.0,713.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12703608,132.0,286.0,714.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12704108,134.0,285.0,714.0,1.0,6.0,PaleGreen
cards-2hz-100ms-5.csv,12704608,133.0,289.0,712.0,0.0,,
cards-2hz-100ms-5.csv,12705108,142.0,171.0,171.0,0.0,,
cards-2hz-100ms-5.csv,12705608,73.0,33.0,166.0,0.0,,ambient
cards-2hz-100ms-5.csv,12706108,75.0,32.0,169.0,0.0,,ambient
cards-2hz-100ms-5.csv,12706608,75.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12707108,75.0,33.0,162.0,0.0,,ambient
cards-2hz-100ms-5.csv,12707608,118.0,182.0,384.0,0.0,,
cards-2hz-100ms-5.csv,12708108,82.0,223.0,356.0,0.0,,
cards-2hz-100ms-5.csv,12708608,86.0,227.0,356.0,0.0,,
cards-2hz-100ms-5.csv,12709108,86.0,225.0,357.0,0.0,,
cards-2hz-100ms-5.csv,12709608,85.0,226.0,357.0,0.0,,
cards-2hz-100ms-5.csv,12710108,88.0,230.0,356.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12710608,88.0,229.0,355.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12711108,87.0,229.0,357.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12711608,88.0,229.0,357.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12712108,88.0,229.0,357.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12712608,87.0,229.0,356.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12713108,88.0,228.0,356.0,1.0,7.0,Purple
cards-2hz-100ms-5.csv,12713608,90.0,231.0,359.0,0.0,,
cards-2hz-100ms-5.csv,12714108,89.0,231.0,361.0,0.0,,
cards-2hz-100ms-5.csv,12714608,92.0,57.0,165.0,0.0,,
cards-2hz-100ms-5.csv,12715108,75.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12715608,75.0,32.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12716108,74.0,31.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12716608,75.0,31.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12717108,76.0,32.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12717608,87.0,163.0,557.0,0.0,,
cards-2hz-100ms-5.csv,12718108,77.0,282.0,558.0,0.0,,
cards-2hz-100ms-5.csv,12718608,84.0,301.0,556.0,0.0,,
cards-2hz-100ms-5.csv,12719108,80.0,296.0,557.0,0.0,,
cards-2hz-100ms-5.csv,12719608,82.0,298.0,557.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12720108,81.0,297.0,557.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12720608,82.0,298.0,556.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12721108,83.0,297.0,556.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12721608,82.0,296.0,555.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12722108,82.0,297.0,555.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12722608,83.0,302.0,551.0,1.0,8.0,Blue
cards-2hz-100ms-5.csv,12723108,85.0,301.0,555.0,0.0,,
cards-2hz-100ms-5.csv,12723608,83.0,300.0,571.0,0.0,,
cards-2hz-100ms-5.csv,12724108,56.0,36.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12724608,74.0,33.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12725108,75.0,32.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12725608,75.0,31.0,167.0,0.0,,ambient
cards-2hz-100ms-5.csv,12726108,75.0,32.0,164.0,0.0,,ambient
cards-2hz-100ms-5.csv,12726608,86.0,84.0,602.0,0.0,,
cards-2hz-100ms-5.csv,12727108,61.0,464.0,393.0,0.0,,
cards-2hz-100ms-5.csv,12727608,65.0,521.0,373.0,0.0,,
cards-2hz-100ms-5.csv,12728108,64.0,551.0,356.0,0.0,,
cards-2hz-100ms-5.csv,12728608,66.0,548.0,355.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12729108,68.0,549.0,355.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12729608,68.0,552.0,355.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12730108,68.0,553.0,354.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12730608,67.0,554.0,354.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12731108,68.0,556.0,352.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12731608,68.0,559.0,351.0,1.0,9.0,DarkBlue
cards-2hz-100ms-5.csv,12732108,70.0,558.0,351.0,0.0,,
cards-2hz-100ms-5.csv,12732608,69.0,555.0,353.0,0.0,,
cards-2hz-100ms-5.csv,12733108,69.0,346.0,335.0,0.0,,
cards-2hz-100ms-5.csv,12733608,63.0,35.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12734108,76.0,33.0,168.0,0.0,,ambient
cards-2hz-100ms-5.csv,12734608,75.0,31.0,165.0,0.0,,ambient
cards-2hz-100ms-5.csv,12735108,75.0,33.0,169.0,0.0,,ambient
cards-2hz-100ms-3.csv,13000,67.0,28.0,170.0,0.0,,ambient
cards-2hz-100ms-3.csv,13500,67.0,26.0,169.0,0.0,,ambient
cards-2hz-100ms-3.csv,14000,67.0,26.0,170.0,0.0,,ambient
cards-2hz-100ms-3.csv,14500,66.0,25.0,163.0,0.0,,ambient
cards-2hz-100ms-3.csv,15000,86.0,76.0,301.0,0.0,,
cards-2hz-100ms-3.csv,15500,66.0,114.0,183.0,0.0,,
cards-2hz-100ms-3.csv,16000,82.0,93.0,255.0,0.0,,
cards-2hz-100ms-3.csv,16500,69.0,85.0,217.0,0.0,,
cards-2hz-100ms-3.csv,17000,75.0,85.0,226.0,0.0,,
cards-2hz-100ms-3.csv,17500,76.0,80.0,224.0,0.0,,
cards-2hz-100ms-3.csv,18000,74.0,85.0,221.0,1.0,0.0,Black
cards-2hz-100ms-3.csv,18500,78.0,85.0,218.0,1.0,0.0,Black
